ProductKey;CustomerKey;UnitPrice;OrderQuantity;SalesAmount;SalesOrderNumber;OrderDate;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;NumberCarsOwned;GeographyKey;City;StateProvinceName;EnglishCountryRegionName;SalesTerritoryKey;EnglishProductName;ProductSubcategoryKey;EnglishProductSubcategoryName;ProductCategoryKey;EnglishProductCategoryName
310;27646;3578,27;1;3578,27;SO43758;2011-01-13 00:00:00.000;Jackson;Li;1967-05-13;S;M;jackson28@adventure-works.com;130000,00;2;329;Imperial Beach;California;United States;4;Road-150 Red, 62;2;Road Bikes;1;Bikes
310;13257;3578,27;1;3578,27;SO43759;2011-01-13 00:00:00.000;Jon;Chander;1963-01-03;M;M;jon12@adventure-works.com;130000,00;2;120;Hof;Bayern;Germany;8;Road-150 Red, 62;2;Road Bikes;1;Bikes
314;16352;3578,27;1;3578,27;SO43760;2011-01-13 00:00:00.000;Tiffany;Gao;1965-08-02;S;F;tiffany15@adventure-works.com;80000,00;2;4;Goulburn;New South Wales;Australia;9;Road-150 Red, 56;2;Road Bikes;1;Bikes
310;16493;3578,27;1;3578,27;SO43761;2011-01-13 00:00:00.000;Brenda;Fernandez;1959-05-05;M;F;brenda19@adventure-works.com;40000,00;2;37;Seaford;Victoria;Australia;9;Road-150 Red, 62;2;Road Bikes;1;Bikes
314;27578;3578,27;1;3578,27;SO43762;2011-01-14 00:00:00.000;Courtney;Carter;1964-05-07;M;F;courtney8@adventure-works.com;60000,00;1;334;Lakewood;California;United States;4;Road-150 Red, 56;2;Road Bikes;1;Bikes
313;16525;3578,27;1;3578,27;SO43763;2011-01-14 00:00:00.000;Martha;Liang;1983-11-22;M;F;martha16@adventure-works.com;20000,00;0;4;Goulburn;New South Wales;Australia;9;Road-150 Red, 52;2;Road Bikes;1;Bikes
310;16612;3578,27;1;3578,27;SO43764;2011-01-14 00:00:00.000;Ebony;Ashe;1981-02-18;S;F;ebony31@adventure-works.com;90000,00;2;8;Matraville;New South Wales;Australia;9;Road-150 Red, 62;2;Road Bikes;1;Bikes
346;11010;3399,99;1;3399,99;SO43765;2011-01-14 00:00:00.000;Jacquelyn;Suarez;1969-08-05;S;F;jacquelyn20@adventure-works.com;70000,00;1;22;East Brisbane;Queensland;Australia;9;Mountain-100 Silver, 44;1;Mountain Bikes;1;Bikes
313;16518;3578,27;1;3578,27;SO43766;2011-01-15 00:00:00.000;Krystal;Holt;1981-12-17;S;F;krystal6@adventure-works.com;10000,00;0;33;Cranbourne;Victoria;Australia;9;Road-150 Red, 52;2;Road Bikes;1;Bikes
350;11001;3374,99;1;3374,99;SO43767;2011-01-15 00:00:00.000;Eugene;Huang;1976-05-10;S;M;eugene10@adventure-works.com;60000,00;1;37;Seaford;Victoria;Australia;9;Mountain-100 Black, 44;1;Mountain Bikes;1;Bikes
312;27649;3578,27;1;3578,27;SO43768;2011-01-16 00:00:00.000;Evan;Bailey;1960-12-05;M;M;evan17@adventure-works.com;60000,00;2;637;Seattle;Washington;United States;1;Road-150 Red, 48;2;Road Bikes;1;Bikes
312;21659;3578,27;1;3578,27;SO43769;2011-01-16 00:00:00.000;Gabrielle;Jenkins;1968-12-22;M;F;gabrielle29@adventure-works.com;60000,00;0;50;Haney;British Columbia;Canada;6;Road-150 Red, 48;2;Road Bikes;1;Bikes
312;27614;3578,27;1;3578,27;SO43770;2011-01-16 00:00:00.000;Warren;Ye;1962-01-05;M;M;warren25@adventure-works.com;60000,00;2;609;Bellingham;Washington;United States;1;Road-150 Red, 48;2;Road Bikes;1;Bikes
330;14559;699,0982;1;699,0982;SO43771;2011-01-16 00:00:00.000;Ashley;Washington;1976-03-20;M;F;ashley40@adventure-works.com;50000,00;0;337;Long Beach;California;United States;4;Road-650 Red, 52;2;Road Bikes;1;Bikes
312;16524;3578,27;1;3578,27;SO43772;2011-01-16 00:00:00.000;Damien;Huang;1985-01-20;M;M;damien4@adventure-works.com;20000,00;0;24;Hawthorne;Queensland;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
314;16526;3578,27;1;3578,27;SO43773;2011-01-16 00:00:00.000;Arthur;Perez;1984-04-23;S;M;arthur22@adventure-works.com;20000,00;0;39;Sunbury;Victoria;Australia;9;Road-150 Red, 56;2;Road Bikes;1;Bikes
313;16348;3578,27;1;3578,27;SO43774;2011-01-16 00:00:00.000;Roy;Raman;1960-01-01;M;M;roy12@adventure-works.com;80000,00;2;4;Goulburn;New South Wales;Australia;9;Road-150 Red, 52;2;Road Bikes;1;Bikes
347;11027;3399,99;1;3399,99;SO43775;2011-01-16 00:00:00.000;Jessie;Zhao;1952-06-05;M;M;jessie16@adventure-works.com;30000,00;2;40;Warrnambool;Victoria;Australia;9;Mountain-100 Silver, 48;1;Mountain Bikes;1;Bikes
314;13260;3578,27;1;3578,27;SO43776;2011-01-17 00:00:00.000;James;Flores;1963-04-08;M;M;james28@adventure-works.com;130000,00;2;171;Neunkirchen;Saarland;Germany;8;Road-150 Red, 56;2;Road Bikes;1;Bikes
311;16515;3578,27;1;3578,27;SO43777;2011-01-17 00:00:00.000;Troy;Sai;1985-08-03;M;M;troy6@adventure-works.com;10000,00;1;31;Hobart;Tasmania;Australia;9;Road-150 Red, 44;2;Road Bikes;1;Bikes
345;11018;3399,99;1;3399,99;SO43778;2011-01-17 00:00:00.000;Clarence;Rai;1955-10-06;S;M;clarence32@adventure-works.com;30000,00;2;32;Bendigo;Victoria;Australia;9;Mountain-100 Silver, 42;1;Mountain Bikes;1;Bikes
326;25252;699,0982;1;699,0982;SO43779;2011-01-17 00:00:00.000;Warren;Zhang;1961-10-02;S;M;warren17@adventure-works.com;80000,00;1;2;Coffs Harbour;New South Wales;Australia;9;Road-650 Red, 44;2;Road Bikes;1;Bikes
311;11599;3578,27;1;3578,27;SO43780;2011-01-18 00:00:00.000;Melody;Diaz;1983-03-16;S;F;melody3@adventure-works.com;20000,00;1;211;Les Ulis;Essonne;France;7;Road-150 Red, 44;2;Road Bikes;1;Bikes
312;16495;3578,27;1;3578,27;SO43781;2011-01-18 00:00:00.000;Monique;Ramos;1960-02-05;S;F;monique14@adventure-works.com;80000,00;2;40;Warrnambool;Victoria;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
312;16516;3578,27;1;3578,27;SO43782;2011-01-18 00:00:00.000;Melvin;She;1986-01-24;M;M;melvin0@adventure-works.com;20000,00;0;27;Townsville;Queensland;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
312;16620;3578,27;1;3578,27;SO43783;2011-01-18 00:00:00.000;Cameron;Thompson;1984-05-12;M;M;cameron33@adventure-works.com;90000,00;3;18;Sydney;New South Wales;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
310;27667;3578,27;1;3578,27;SO43784;2011-01-19 00:00:00.000;Jessica;Sanchez;1960-06-20;M;F;jessica1@adventure-works.com;70000,00;1;314;Daly City;California;United States;4;Road-150 Red, 62;2;Road Bikes;1;Bikes
311;11601;3578,27;1;3578,27;SO43785;2011-01-19 00:00:00.000;Ivan;Raman;1983-02-18;S;M;ivan8@adventure-works.com;30000,00;1;209;Versailles;Yveline;France;7;Road-150 Red, 44;2;Road Bikes;1;Bikes
311;11607;3578,27;1;3578,27;SO43786;2011-01-19 00:00:00.000;Clinton;Moreno;1986-05-05;S;M;clinton3@adventure-works.com;20000,00;1;202;Paris;Seine (Paris);France;7;Road-150 Red, 44;2;Road Bikes;1;Bikes
344;29385;3399,99;1;3399,99;SO43787;2011-01-19 00:00:00.000;Don;Lal;1968-09-01;S;M;don8@adventure-works.com;20000,00;1;124;Berlin;Hessen;Germany;8;Mountain-100 Silver, 38;1;Mountain Bikes;1;Bikes
351;11239;3374,99;1;3374,99;SO43788;2011-01-19 00:00:00.000;Latoya;Goel;1969-10-02;M;F;latoya18@adventure-works.com;130000,00;2;249;London;England;United Kingdom;10;Mountain-100 Black, 48;1;Mountain Bikes;1;Bikes
351;25865;3374,99;1;3374,99;SO43789;2011-01-19 00:00:00.000;Tristan;Butler;1951-11-06;M;M;tristan15@adventure-works.com;40000,00;3;623;Kirkland;Washington;United States;1;Mountain-100 Black, 48;1;Mountain Bikes;1;Bikes
344;25857;3399,99;1;3399,99;SO43790;2011-01-19 00:00:00.000;Abigail;Perry;1950-03-05;S;F;abigail75@adventure-works.com;30000,00;2;552;W. Linn;Oregon;United States;1;Mountain-100 Silver, 38;1;Mountain Bikes;1;Bikes
314;16484;3578,27;1;3578,27;SO43791;2011-01-19 00:00:00.000;Dustin;Lal;1955-08-07;M;M;dustin8@adventure-works.com;40000,00;2;16;Springwood;New South Wales;Australia;9;Road-150 Red, 56;2;Road Bikes;1;Bikes
312;16623;3578,27;1;3578,27;SO43792;2011-01-19 00:00:00.000;Andres;Lal;1979-03-04;S;M;andres5@adventure-works.com;150000,00;4;13;Port Macquarie;New South Wales;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
344;11000;3399,99;1;3399,99;SO43793;2011-01-19 00:00:00.000;Jon;Yang;1971-10-06;M;M;jon24@adventure-works.com;90000,00;0;26;Rockhampton;Queensland;Australia;9;Mountain-100 Silver, 38;1;Mountain Bikes;1;Bikes
347;11029;3399,99;1;3399,99;SO43794;2011-01-19 00:00:00.000;Jimmy;Moreno;1952-06-19;M;M;jimmy9@adventure-works.com;30000,00;2;32;Bendigo;Victoria;Australia;9;Mountain-100 Silver, 48;1;Mountain Bikes;1;Bikes
312;27615;3578,27;1;3578,27;SO43795;2011-01-20 00:00:00.000;Maria;Henderson;1970-09-30;M;F;maria28@adventure-works.com;120000,00;4;331;La Jolla;California;United States;4;Road-150 Red, 48;2;Road Bikes;1;Bikes
342;17956;699,0982;1;699,0982;SO43796;2011-01-20 00:00:00.000;Jaime;Gomez;1981-09-23;S;M;jaime0@adventure-works.com;30000,00;0;184;Metz;Moselle;France;7;Road-650 Black, 52;2;Road Bikes;1;Bikes
312;16345;3578,27;1;3578,27;SO43797;2011-01-20 00:00:00.000;Francis;Ramos;1959-04-23;M;M;francis15@adventure-works.com;40000,00;2;19;Wollongong;New South Wales;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
310;16521;3578,27;1;3578,27;SO43798;2011-01-20 00:00:00.000;Tonya;She;1985-02-07;S;F;tonya0@adventure-works.com;10000,00;0;24;Hawthorne;Queensland;Australia;9;Road-150 Red, 62;2;Road Bikes;1;Bikes
312;16636;3578,27;1;3578,27;SO43799;2011-01-20 00:00:00.000;Danny;Gomez;1976-02-23;M;M;danny1@adventure-works.com;110000,00;4;38;South Melbourne;Victoria;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
311;21710;3578,27;1;3578,27;SO43800;2011-01-21 00:00:00.000;Brittany;Gonzales;1975-05-01;M;F;brittany15@adventure-works.com;40000,00;1;62;Royal Oak;British Columbia;Canada;6;Road-150 Red, 44;2;Road Bikes;1;Bikes
311;13583;3578,27;1;3578,27;SO43801;2011-01-21 00:00:00.000;Blake;Butler;1960-05-11;S;M;blake62@adventure-works.com;90000,00;2;238;Gateshead;England;United Kingdom;10;Road-150 Red, 44;2;Road Bikes;1;Bikes
312;11593;3578,27;1;3578,27;SO43802;2011-01-21 00:00:00.000;Armando;Moreno;1982-09-22;S;M;armando6@adventure-works.com;20000,00;1;183;Orleans;Loiret;France;7;Road-150 Red, 48;2;Road Bikes;1;Bikes
314;21741;3578,27;1;3578,27;SO43803;2011-01-22 00:00:00.000;Alexa;Sanders;1972-12-08;M;F;alexa3@adventure-works.com;70000,00;2;54;N. Vancouver;British Columbia;Canada;6;Road-150 Red, 56;2;Road Bikes;1;Bikes
310;13585;3578,27;1;3578,27;SO43804;2011-01-22 00:00:00.000;Savannah;Morris;1964-05-13;M;F;savannah17@adventure-works.com;80000,00;1;243;Leeds;England;United Kingdom;10;Road-150 Red, 62;2;Road Bikes;1;Bikes
328;14510;699,0982;1;699,0982;SO43805;2011-01-22 00:00:00.000;Samuel;Hernandez;1973-08-17;S;M;samuel49@adventure-works.com;100000,00;2;616;Everett;Washington;United States;1;Road-650 Red, 48;2;Road Bikes;1;Bikes
312;16523;3578,27;1;3578,27;SO43806;2011-01-22 00:00:00.000;Sandra;Huang;1984-07-10;M;F;sandra12@adventure-works.com;20000,00;0;25;Hervey Bay;Queensland;Australia;9;Road-150 Red, 48;2;Road Bikes;1;Bikes
